107790450;2554.43
100174992;2962.09
208779303;2293.07
100393930;2518.13
105397665;2025.34
208943215;2636.94
203100994;2802.69
201198218;2981.36
202376156;2191.0
200220420;2798.3
200798523;2943.84
109582394;2591.34
101863796;2980.63
107040370;2766.55
200617789;2367.58
107128874;2606.13
201901553;2129.0
105583831;2621.82
205471614;2621.32
203544207;2480.56
207964992;2884.5
202403724;2270.7
200993888;2892.85
106618271;2553.76
208132125;2303.63
107824765;2011.58
108470037;2040.04
108365723;2309.02
107260596;2532.75
200281675;2230.9
203170085;2416.79
109540570;2069.51
109213193;2970.68
207697961;2410.55
209745414;2170.88
200271359;2837.93
107274221;2293.36
104282644;2018.43
200422544;2948.22
206058613;2176.5
102440253;2001.65
104335206;2089.32
209237029;2290.33
105807803;2556.42
207247309;2428.45
208799419;2382.25
106497858;2458.33
201940270;2481.21
209212543;2008.98
205394601;2923.83
202057478;2956.79
201931163;2908.69
202821997;2080.35
109178254;2513.05
103784842;2664.46
105867579;2059.55
202287026;2531.88
207356907;2373.78
208898660;2206.49
205801769;2607.58
209020509;2277.35
100062397;2595.25
100515262;2024.05
209793371;2497.9
207949968;2763.27
107648688;2298.5
209900291;2512.28
106591300;2234.01
205388230;2564.41
104839757;2608.48
206485679;2606.41
105900071;2413.09
208223313;2548.21
202771914;2497.0
202723127;2298.06
204106927;2571.17
209667673;2114.46
101624374;2390.36
209292602;2760.61
206215357;2025.71
200723038;2634.41
209119727;2108.98
108069088;2051.96
101537157;2372.98
108870510;2425.71
203701397;2222.34
205573133;2747.22
203439370;2610.96
106286663;2405.14
105658044;2263.38
208390471;2331.18
202124080;2515.86
109114871;2960.35
204865244;2450.23
204243289;2751.89
204038154;2901.17
206987122;2575.22
200152706;2611.31
108030436;2201.41
202066682;2733.06
